Sem. Cat.,EN,NT,Audio,Speaker,Source,Ques. / Notes,Sub Sem. Cat.,original spelling,Entry #,Page #,CR,see,Literal Meaning,Speaker 1,Speaker 2
tools,stone axe,tetthyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,axe,kʼédéʼ,1218,94,CR209,,,Tommy McGinty,Johnson Edwards
tools,stone axe,tetthyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,axe,hámra,1219,94,CR209,,,Tommy McGinty,Johnson Edwards
tools,chisel,dechan tándáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,chisel,dechan uyí tsʼegháʼ,1220,94,,,,Tommy McGinty,Johnson Edwards
tools,caribou-bone chisel,náttha,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,chisel,khwat zra,1221,94,,,,Tommy McGinty,Johnson Edwards
tools,drill,uzhí hetsʼedetáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,drill,tanda,1222,94,,,,Tommy McGinty,Johnson Edwards
tools,file,kʼédéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mbra,1223,94,,,,Tommy McGinty,Johnson Edwards
tools,hammer,hámra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mbra kʼéʼ,1224,94,,,,Tommy McGinty,Johnson Edwards
tools,hand plane,dechan uyí tsʼegháʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mbra zra,1225,94,,,,Tommy McGinty,Johnson Edwards
tools,hatchet,khwat zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,axe,mbra taaintlʼaga,1226,94,,,,Tommy McGinty,Johnson Edwards
tools,ice chisel,tanda,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,chisel,mbra uyí utsʼegháʼ,1227,94,,,,Tommy McGinty,Johnson Edwards
tools,knife,mbra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,knife,uyí tsʼotsi mbráʼ,1228,94,,,,Tommy McGinty,Johnson Edwards
tools,knife blade,mbra kʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,knife,mbra détʼóʼ,1229,94,,,,Tommy McGinty,Johnson Edwards
tools,pocket knife,mbra zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,knife,mbra ukʼé hedúʼ,1230,94,CR210,,,Tommy McGinty,Johnson Edwards
tools,pocket knife,mbra taaintlʼaga,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,knife,mezan,1231,94,CR210,,,Tommy McGinty,Johnson Edwards
tools,wood knife,mbra uyí utsʼegháʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"knife made of wood, or knife for cutting wood?",knife,mezan,1232,94,CR211,,,Tommy McGinty,Johnson Edwards
tools,wood knife,uyí tsʼotsi mbráʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,knife,etsáwʼ,1233,95,CR211,,,Tommy McGinty,Johnson Edwards
tools,sharp knife,mbra détʼóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,knife,mezan dhyawn,1234,95,,,,Tommy McGinty,Johnson Edwards
tools,dull knife,mbra ukʼé hedúʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,knife,mezan dhyan,1235,95,,,,Tommy McGinty,Johnson Edwards
tools,metal,mezan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan adeʼáʼ,1236,95,CR212,,,Tommy McGinty,Johnson Edwards
tools,iron,mezan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tu hetthʼúnʼ,1237,95,CR212,,,Tommy McGinty,Johnson Edwards
tools,nails,etsáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,uyí hutsʼetsʼat,1238,95,,,,Tommy McGinty,Johnson Edwards
tools,pipe (metal),mezan dhyawn,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tlʼyaw,1239,95,CR213,,,Tommy McGinty,Johnson Edwards
tools,pipe (metal),mezan dhyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sráʼ,1240,95,CR213,,,Tommy McGinty,Johnson Edwards
tools,pliers,mezan adeʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dechan tʼáʼ,1241,95,,,,Tommy McGinty,Johnson Edwards
tools,pump,tu hetthʼúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,dechan hetsʼedetáʼ,1242,95,,,,Tommy McGinty,Johnson Edwards
tools,rake,uyí hutsʼetsʼat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,uyí hetsʼedetáʼ,1243,95,,,,Tommy McGinty,Johnson Edwards
tools,rope,tlʼyaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tlʼo uyí tsʼetʼáʼ,1244,95,,,,Tommy McGinty,Johnson Edwards
tools,knot,sráʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),as in a rope - clarify in entry?,,tlʼo uyí tsʼetʼáʼ,1245,95,,,,Tommy McGinty,Johnson Edwards
tools,saw,dechan tʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,sagaw,1246,95,,,,Tommy McGinty,Johnson Edwards
tools,screw,dechan hetsʼedetáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,uyí hutsʼegwat,1247,95,,,,Tommy McGinty,Johnson Edwards
tools,screwdriver,uyí hetsʼedetáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,táángwat,1248,95,,,,Tommy McGinty,Johnson Edwards
tools,scythe,tlʼo uyí tsʼetʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,edhó zrúʼ,1249,95,CR214,,,Tommy McGinty,Johnson Edwards
tools,grass cutter,tlʼo uyí tsʼetʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,eka,1250,95,CR214,,,Tommy McGinty,Johnson Edwards
tools,sewing needle,sagaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,eghúʼ,1251,95,,,,Tommy McGinty,Johnson Edwards
tools,shovel,uyí hutsʼegwat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼighúʼ,1252,95,,,,Tommy McGinty,Johnson Edwards
tools,skin flesher,táángwat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,tanning,srúʼ,1253,95,,,,Tommy McGinty,Johnson Edwards
tools,skin scraping pole,edhó zrúʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,tanning,sru hegáwʼ,1254,95,,,,Tommy McGinty,Johnson Edwards
tools,skin stretcher,eka,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,tanning,e ínmbóʼ,1255,95,,,,Tommy McGinty,Johnson Edwards
tools,showshoe chisel,eghúʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,chisel,syáʼ,1256,95,CR215,,,Tommy McGinty,Johnson Edwards
tools,showshoe chisel,tsʼighúʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,chisel,sru hugáwʼ,1257,95,CR215,,,Tommy McGinty,Johnson Edwards
tools,showshoe drill,srúʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,drill,etsáwʼ zra,1258,95,CR216,,,Tommy McGinty,Johnson Edwards
tools,snowshoe drill,sru hegáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,drill,déddho,1259,95,CR216,,,Tommy McGinty,Johnson Edwards
tools,snowshoe tools,e ínmbóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,ndaw,1260,96,CR217,,,Tommy McGinty,Johnson Edwards
tools,snowshoe tools,syáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan uyí tso tsʼesyát,1261,96,CR217,,,Tommy McGinty,Johnson Edwards
tools,snowshoe tools,sru hugáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tthékʼráʼ,1262,96,CR217,,,Tommy McGinty,Johnson Edwards
tools,tacks,etsáwʼ zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,mezan tlʼyaw,1263,96,,,,Tommy McGinty,Johnson Edwards
tools,tanning scraper,déddho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,tanning,mezan uyí ketsʼetʼáʼ,1264,96,,,,Tommy McGinty,Johnson Edwards
tools,wedge,ndaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify context,,tsʼi,1265,96,CR218,,,Tommy McGinty,Johnson Edwards
tools,wedge,mezan uyí tso tsʼesyát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼi,1266,96,CR218,,,Tommy McGinty,Johnson Edwards
tools,whetstone,tthékʼráʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼi,1267,96,,,,Tommy McGinty,Johnson Edwards
tools,wire,mezan tlʼyaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼi tlʼéʼ,1268,96,,,,Tommy McGinty,Johnson Edwards
tools,wire cutter,mezan uyí ketsʼetʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼi tthíʼ,1269,96,,,,Tommy McGinty,Johnson Edwards
transportation,boat,tsʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,edhóʼ tsʼi,1270,97,CR219,,,Tommy McGinty,Johnson Edwards
transportation,scow,tsʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,tsʼi utlʼé kʼintʼra,1271,97,CR219,,,Tommy McGinty,Johnson Edwards
transportation,canoe,tsʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,tsʼi zra,1272,97,CR219,,,Tommy McGinty,Johnson Edwards
transportation,back of boat,tsʼi tlʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,tsʼi delrúnʼ,1273,97,,,,Tommy McGinty,Johnson Edwards
transportation,front of boat,tsʼi tthíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,kʼi tsʼi,1274,97,,,,Tommy McGinty,Johnson Edwards
transportation,skin of boat,edhóʼ tsʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify context,boat,tsʼi íntthʼáʼ,1275,97,,,,Tommy McGinty,Johnson Edwards
transportation,square boat,tsʼi utlʼé kʼintʼra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,nághwát,1276,97,,,,Tommy McGinty,Johnson Edwards
transportation,canoe,tsʼi zra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,tátʼo,1277,97,CR220,,,Tommy McGinty,Johnson Edwards
transportation,canoe,tsʼi delrúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,tsʼi tóʼ,1278,97,CR220,,,Tommy McGinty,Johnson Edwards
transportation,birchbark canoe,kʼi tsʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,khwánʼ,1279,97,,,,Tommy McGinty,Johnson Edwards
transportation,crosspiece (canoe),tsʼi íntthʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),boat,tso łékechʼi ghwánʼ,1280,97,,,,Tommy McGinty,Johnson Edwards
transportation,ribs (canoe),nághwát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),boat,khaw,1281,97,,,,Tommy McGinty,Johnson Edwards
transportation,paddle,tátʼo,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,khaw uchin utsʼedinyat,1282,97,,,,Tommy McGinty,Johnson Edwards
transportation,pole for boat,tsʼi tóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,e,1283,97,,,,Tommy McGinty,Johnson Edwards
transportation,raft,khwánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,e íntlʼyáwʼ,1284,97,,,,Tommy McGinty,Johnson Edwards
transportation,2-log raft,tso łékechʼi ghwánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,e chedúnʼ,1285,97,,,,Tommy McGinty,Johnson Edwards
transportation,sled,khaw,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,sled,e déchánʼ,1286,97,,,,Tommy McGinty,Johnson Edwards
transportation,handlebars (sled),khaw uchin utsʼedinyat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),sled,e dzeddháw íntthʼáʼ,1287,97,,,,Tommy McGinty,Johnson Edwards
transportation,snowshoe,e,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,e cho,1288,97,,,,Tommy McGinty,Johnson Edwards
transportation,babiche (snowshoe),e íntlʼyáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added ()does this refer to babiche specifically on a snowshoe? Clarify,snowshoe,tsʼetak,1289,97,,,,Tommy McGinty,Johnson Edwards
transportation,back of snowshoe,e chedúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,e kenłan,1290,97,,,,Tommy McGinty,Johnson Edwards
transportation,frame (snowshoe),e déchánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),snowshoe,e neghat,1291,97,,,,Tommy McGinty,Johnson Edwards
transportation,front crosspiece (of a snowshoe),e dzeddháw íntthʼáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),snowshoe,e ghat,1292,97,,,,Tommy McGinty,Johnson Edwards
transportation,hunting snowshoe,e cho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,e utsin kʼenétsʼók,1293,97,,,,Tommy McGinty,Johnson Edwards
transportation,joint (snowshoe),tsʼetak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),snowshoe,e utsin kenedlyat,1294,98,,,,Tommy McGinty,Johnson Edwards
transportation,foot part (snowshoe),e kenłan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),snowshoe,e sanámáʼ,1295,98,,,,Tommy McGinty,Johnson Edwards
transportation,netting (snowshoe),e neghat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),snowshoe,e uttíʼ delrúnʼ,1296,98,CR221,,,Tommy McGinty,Johnson Edwards
transportation,netting (snowshoe),e ghat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),snowshoe,e kénchʼáák,1297,98,CR221,,,Tommy McGinty,Johnson Edwards
transportation,pointed-nose snowshoe,e utsin kʼenétsʼók,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,tangéʼ huʼéʼ,1298,98,CR222,,,Tommy McGinty,Johnson Edwards
transportation,pointed-nose snowshoe,e utsin kenedlyat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,tsʼi tsʼecho,1299,98,CR222,,,Tommy McGinty,Johnson Edwards
transportation,round-nose snowshoe,e sanámáʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,dlu,1300,98,CR223,,,Tommy McGinty,Johnson Edwards
transportation,round-nose snowshoe,e uttíʼ delrúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,kʼi dlu,1301,98,CR223,,,Tommy McGinty,Johnson Edwards
transportation,foot straps (snowshoe),e kénchʼáák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),snowshoe,uzhí hutsʼenetsʼáwʼ,1302,98,,,,Tommy McGinty,Johnson Edwards
transportation,trail snowshoe,tangéʼ huʼéʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,snowshoe,uka detsʼedeʼyóʼ,1303,98,,,,Tommy McGinty,Johnson Edwards
transportation,steamboat,tsʼi tsʼecho,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,boat,dlu tlʼéchínʼ,1304,98,,,,Tommy McGinty,Johnson Edwards
transportation,toboggan,dlu,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,toboggan,dlu tlʼa hedle,1305,98,,,,Tommy McGinty,Johnson Edwards
transportation,birch toboggan,kʼi dlu,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,toboggan,kesro,1306,98,,,,Tommy McGinty,Johnson Edwards
transportation,toboggan brake,uzhí hutsʼenetsʼáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,toboggan,kʼro,1307,98,CR224,,,Tommy McGinty,Johnson Edwards
transportation,toboggan brake,uka detsʼedeʼyóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,toboggan,kʼro dzák,1308,98,CR224,,,Tommy McGinty,Johnson Edwards
transportation,handlebars (toboggan),dlu tlʼéchínʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,toboggan,kʼi,1309,98,,,,Tommy McGinty,Johnson Edwards
transportation,runners (toboggan),dlu tlʼa hedle,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,toboggan,kʼedzák,1310,98,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",alder (grey),kesro,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,alder,kʼi syak,1311,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",alder (red),kʼro,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,alder,kʼi tʼyúnʼ,1312,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries","alder ""ear""",kʼro dzák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify context?,alder,łedun tʼo,1313,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",birch,kʼi,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,birch,gunʼ,1314,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries","birch ""ear""",kʼedzák,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),clarify context?,birch,tʼo,1315,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",inside bark (birch),kʼi syak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,birch,tʼó kʼánʼ,1316,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",outside bark (birch),kʼi tʼyúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,birch,tsʼok,1317,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",cottonwood,łedun tʼo,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼok mbra,1318,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",jackpine,gunʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,,tsʼok tʼyúnʼ,1319,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",poplar,tʼo,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,poplar,thungáánʼ,1320,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",poplar sap,tʼó kʼánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,poplar,tsʼok áwʼ,1321,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce,tsʼok,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,daladzan,1322,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",small red spruce,tsʼok mbra,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,tsʼok dádzáwʼ,1323,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce bark,tsʼok tʼyúnʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),"does tʼyúnʼ refer to ""outside"" bark of any tree? See outside bark (birch)",spruce,tsʼók dzíʼ,1324,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce branch (dry),thungáánʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,dzíʼ delon,1325,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce boughs,tsʼok áwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,dzíʼ tlʼrúʼ,1326,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce cone,daladzan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,tsʼok thúnʼáwʼ,1327,99,CR225,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce cone,tsʼok dádzáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,tsʼagat,1328,99,CR225,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce gum,tsʼók dzíʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,dagat,1329,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",hard gum (spruce),dzíʼ delon,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),spruce,khay,1330,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",sticky gum (spruce),dzíʼ tlʼrúʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),add context info? I added (),spruce,ézhúnʼ nyan,1331,99,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce limb,tsʼok thúnʼáwʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,kʼáyʼ,1332,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce needles,tsʼagat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,kʼáyʼ tso,1333,100,CR226,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce needles,dagat,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,kʼáyʼ the,1334,100,CR226,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",spruce roots,khay,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,spruce,kʼáy drun,1335,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",tamarack,ézhúnʼ nyan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,kʼáyʼ lyóʼ,1336,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",willow,kʼáyʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,kʼáyʼ tlʼak,1337,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",dry willow used for firewood,kʼáyʼ tso,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,kʼáyʼ chʼát,1338,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",grey willow,kʼáyʼ the,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,lasháʼ,1339,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",red willow shoots,kʼáy drun,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,losha,1340,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",willow ashes used for tobacco,kʼáyʼ lyóʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,łruan,1341,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",willow roots used for rope,kʼáyʼ tlʼak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,hudzak,1342,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",willow used for rope,kʼáyʼ chʼát,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,willow,hudzyak,1343,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",bluebell,lasháʼ,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,plant,hudetsʼáwʼ,1344,100,CR227,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",bluebell,losha,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,plant,ttha,1345,100,CR227,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",buckbrush,łruan,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,plant,gúnʼ kʼálatro,1346,100,,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",burrs,hudzak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,plant,gúnʼ kʼálatro,1347,100,CR228,,,Tommy McGinty,Johnson Edwards
"trees, plants, berries",burrs,hudzyak,,,Tommy McGinty and Johnson Edwards (Selkirk Indian Language Noun Dictionary 1977),,plant,tsʼekʼan gúnʼ,1348,100,CR228,,,Tommy McGinty,Johnson Edwards
